claim_kind,model_id,backend,setup_id,reason,task,case_id,variant,row_status,eligibility_status
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b001,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b003,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b008,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b009,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b020,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b022,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b027,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b042,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b052,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b054,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b056,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b068,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b074,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b078,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b091,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b095,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b107,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b112,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b118,split,available,contract_fail_or_unavailable
performance,resnet50,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,classification,b119,split,available,contract_fail_or_unavailable
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b001,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b003,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b008,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b009,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b020,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b022,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b027,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b042,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b052,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b054,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b056,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b068,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b074,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b078,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b091,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b095,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b107,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b112,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b118,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,b119,split,available,screening_only
performance,resnet50,tensorrt,orin_nx_deepx_m1_01,screening_only,classification,full,full,available,screening_only
performance,yolo26s,deepx_m1,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b005,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b038,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b042,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b118,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b148,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b181,split,available,contract_fail_or_unavailable
performance,yolo26s,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b221,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b005,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b038,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b042,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b118,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b148,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b181,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b221,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b005,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b038,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b042,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b118,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b148,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b181,split,available,contract_fail_or_unavailable
performance,yolo26s,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b221,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b005,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b038,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b042,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b118,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b148,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b181,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b221,split,available,contract_fail_or_unavailable
performance,yolo26s,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b013,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b044,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b049,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b065,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b088,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b092,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b114,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b134,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b155,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b165,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b186,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b189,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b222,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b228,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b262,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b270,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b306,split,available,contract_fail_or_unavailable
performance,yolov7_paper,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b307,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b013,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b044,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b049,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b065,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b088,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b092,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b114,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b134,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b155,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b165,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b186,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b189,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b222,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b228,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b262,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b270,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b306,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo10_to_tensorrt,orin_nx_hailo10_01,contract_fail_or_unavailable,detection,b307,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,full,full,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b044,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b049,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b065,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b088,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b092,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b114,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b134,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b155,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b165,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b186,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b189,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b222,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b228,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b262,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b270,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,contract_fail_or_unavailable,detection,b307,split,available,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,terminal_process_failure,detection,b013,split,terminal_process_failure,contract_fail_or_unavailable
performance,yolov7_paper,hailo8_to_tensorrt,orin_nx_hailo8_01,terminal_process_failure,detection,b306,split,terminal_process_failure,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b001,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b002,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b013,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b044,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b049,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b065,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b088,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b092,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b114,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b134,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b155,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b165,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b186,split,available,contract_fail_or_unavailable
performance,yolov7_paper,tensorrt,orin_nx_deepx_m1_01,contract_fail_or_unavailable,detection,b189,split,available,contract_fail_or_unavailable
